FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Homestead,2024-01-04,65.7,52.59,78.62,65.55,64.0,67.35,61.15,86,0.0,0.0,114.25,5.01,0.07,21.81,279,1013,96,62.79,2024,1,4,3,1,1,Winter,26.03,3.3499999999999943,Mild,64.47966000000001,21.74,Light,65.7,No Rain,0,0.0,Very Humid,Sticky,Low,93.16618186729518,0.4153999999999999,75.68608576642336,0.19951642335766423,-9.986085766423358,5650.2,0.0
Homestead,2024-01-05,67.71,57.2,76.8,67.2,65.93,68.52,63.58,87,0.08,0.05,137.7,8.16,0.18,28.45,68,1015,96,65.0,2024,1,5,4,1,1,Winter,19.599999999999994,2.589999999999989,Mild,67.05254099999999,28.27,Light,67.71,Light,1,0.2,Very Humid,Sticky,Low,85.2064966310206,0.6009000000000003,75.68608576642336,0.19951642335766423,-7.976085766423367,5890.7699999999995,0.6528
Homestead,2024-01-06,72.84,68.56,78.98,69.02,68.14,70.14,70.02,91,0.67,0.4,70.69,7.88,0.07,26.4,178,1011,96,70.87,2024,1,6,5,1,1,Winter,10.420000000000002,2.0,Warm,73.692852,26.33,Light,72.84,Heavy,1,1.6,Very Humid,Oppressive,Low,82.74721964260827,1.7972000000000001,75.68608576642336,0.19951642335766423,-2.846085766423357,6628.4400000000005,5.2796
Homestead,2024-01-07,66.3,59.05,72.12,69.81,69.03,70.16,63.74,92,0.12,0.04,52.16,4.79,0.09,25.05,344,1015,96,64.62,2024,1,7,6,1,1,Winter,13.070000000000007,1.1299999999999955,Mild,65.17667999999999,24.96,Calm,66.3,Moderate,1,0.16,Very Humid,Sticky,Low,88.7898822364711,0.6166000000000001,75.68608576642336,0.19951642335766423,-9.386085766423363,6099.599999999999,0.5748
Homestead,2024-01-08,67.44,57.54,74.43,68.34,67.28,69.21,62.84,86,0.01,0.01,87.41,9.1,0.47,26.6,59,1017,96,64.43,2024,1,8,0,1,2,Winter,16.890000000000008,1.9299999999999926,Mild,66.713472,26.130000000000003,Light,67.44,Light,1,0.04,Very Humid,Sticky,Low,83.11009793200347,0.5120000000000001,75.68608576642336,0.19951642335766423,-8.246085766423363,5799.84,0.091
Homestead,2024-01-09,75.75,71.49,79.05,70.24,69.22,71.44,71.81,88,0.01,0.01,88.57,14.04,3.83,36.26,160,1010,95,72.95,2024,1,9,1,1,2,Winter,7.560000000000002,2.219999999999999,Warm,77.4198,32.43,Moderate,75.75,Light,1,0.04,Very Humid,Oppressive,Low,65.88081993392737,0.8691,75.68608576642336,0.19951642335766423,0.06391423357663939,6666.0,0.1404
Homestead,2024-01-10,67.07,62.44,76.37,71.25,70.43,72.0,61.6,84,0.09,0.04,113.93,3.65,0.0,20.62,347,1012,96,63.54,2024,1,10,2,1,2,Winter,13.930000000000007,1.5699999999999932,Mild,66.257804,20.62,Calm,67.07,Light,1,0.16,Very Humid,Sticky,Low,91.57249706284219,0.4725000000000003,75.68608576642336,0.19951642335766423,-8.616085766423367,5633.879999999999,0.32849999999999996
Homestead,2024-01-11,65.51,63.79,70.07,70.68,70.3,71.42,63.95,95,0.52,0.13,50.85,4.54,0.02,13.58,20,1013,96,64.48,2024,1,11,3,1,2,Winter,6.279999999999994,1.1200000000000045,Mild,64.10238500000001,13.56,Calm,65.51,Heavy,1,0.52,Very Humid,Sticky,Low,85.55558962037117,1.4461,75.68608576642336,0.19951642335766423,-10.176085766423355,6223.450000000001,2.3608000000000002
Homestead,2024-01-12,76.38,70.32,84.04,71.7,70.29,73.54,73.12,90,0.04,0.02,166.23,8.13,1.32,23.51,154,1010,96,74.04,2024,1,12,4,1,2,Winter,13.720000000000013,3.25,Warm,78.27485999999999,22.19,Light,76.38,Light,1,0.08,Very Humid,Oppressive,Low,80.60771310009649,0.7241999999999998,75.68608576642336,0.19951642335766423,0.6939142335766348,6874.2,0.32520000000000004
Homestead,2024-01-13,74.55,65.89,84.06,73.36,72.55,74.37,70.65,88,0.0,0.0,141.08,9.2,0.87,29.59,228,1011,96,71.81,2024,1,13,5,1,2,Winter,18.17,1.8200000000000074,Warm,75.87132,28.72,Light,74.55,No Rain,0,0.0,Very Humid,Oppressive,Low,80.09945080876282,0.5954999999999999,75.68608576642336,0.19951642335766423,-1.1360857664233635,6560.4,0.0
Homestead,2024-01-14,68.35,63.43,76.55,72.53,71.91,73.56,64.87,89,0.01,0.01,73.08,7.16,1.14,20.04,34,1015,96,66.04,2024,1,14,6,1,2,Winter,13.119999999999997,1.6500000000000057,Mild,67.86539499999999,18.9,Light,68.35,Light,1,0.04,Very Humid,Sticky,Low,87.00550601622484,0.3889000000000003,75.68608576642336,0.19951642335766423,-7.336085766423366,6083.15,0.0716
Homestead,2024-01-15,75.36,70.25,82.27,72.59,71.56,74.08,71.43,88,0.01,0.01,148.63,8.8,1.03,23.76,131,1014,96,72.58,2024,1,15,0,1,3,Winter,12.019999999999996,2.519999999999996,Warm,76.916544,22.73,Light,75.36,Light,1,0.04,Very Humid,Oppressive,Low,80.72758711984584,0.64,75.68608576642336,0.19951642335766423,-0.3260857664233612,6631.68,0.08800000000000001
Homestead,2024-01-16,74.71,69.33,82.47,73.27,72.16,74.28,72.09,92,0.0,0.0,113.43,6.42,0.31,22.82,192,1011,96,72.85,2024,1,16,1,1,3,Winter,13.14,2.1200000000000045,Warm,76.139956,22.51,Light,74.71,No Rain,0,0.0,Very Humid,Oppressive,Low,85.0062583310379,0.4922999999999996,75.68608576642336,0.19951642335766423,-0.9760857664233669,6873.32,0.0
Homestead,2024-01-17,69.12,63.41,74.53,73.25,72.7,73.9,65.43,88,0.0,0.0,87.16,5.94,0.02,17.4,4,1016,96,66.65,2024,1,17,2,1,3,Winter,11.120000000000005,1.2000000000000028,Mild,68.86444800000001,17.38,Light,69.12,No Rain,0,0.0,Very Humid,Uncomfortable,Low,91.55809591038184,0.2815999999999998,75.68608576642336,0.19951642335766423,-6.566085766423356,6082.56,0.0
Homestead,2024-01-18,73.05,64.98,81.57,73.22,72.12,74.71,69.28,88,0.0,0.0,123.07,5.57,0.05,17.54,104,1016,96,70.43,2024,1,18,3,1,3,Winter,16.58999999999999,2.589999999999989,Warm,73.93572,17.49,Light,73.05,No Rain,0,0.0,Very Humid,Uncomfortable,Low,91.1243828692107,0.37529999999999986,75.68608576642336,0.19951642335766423,-2.6360857664233635,6428.4,0.0
Homestead,2024-01-19,69.45,65.98,77.34,73.51,72.75,74.28,68.17,96,0.02,0.01,73.71,3.18,0.02,17.92,348,1013,96,68.57,2024,1,19,4,1,3,Winter,11.36,1.5300000000000011,Mild,69.27576,17.900000000000002,Calm,69.45,Light,1,0.04,Very Humid,Uncomfortable,Low,83.44612633396551,0.19469999999999987,75.68608576642336,0.19951642335766423,-6.236085766423358,6667.200000000001,0.0636
Homestead,2024-01-20,65.27,54.43,71.47,72.48,71.51,73.42,57.92,78,0.0,0.0,154.64,6.39,0.13,21.7,354,1016,96,60.7,2024,1,20,5,1,3,Winter,17.04,1.9099999999999966,Mild,64.052498,21.57,Light,65.27,No Rain,0,0.0,Humid,Comfortable,Low,92.21480667250033,0.4921000000000002,75.68608576642336,0.19951642335766423,-10.416085766423365,5091.0599999999995,0.0
Homestead,2024-01-21,61.01,51.35,70.79,69.41,68.13,71.44,51.23,71,0.0,0.0,167.28,9.55,0.92,25.9,32,1022,96,55.38,2024,1,21,6,1,3,Winter,19.440000000000005,3.3100000000000023,Mild,58.903642999999995,24.979999999999997,Light,61.01,No Rain,0,0.0,Humid,Comfortable,Low,76.02902803915364,0.8315000000000001,75.68608576642336,0.19951642335766423,-14.676085766423363,4331.71,0.0
Homestead,2024-01-22,69.03,64.45,74.68,69.23,68.36,70.23,58.98,70,0.0,0.0,144.61,13.44,2.51,33.35,83,1023,96,62.67,2024,1,22,0,1,4,Winter,10.230000000000004,1.8700000000000045,Mild,68.80593,30.840000000000003,Moderate,69.03,No Rain,0,0.0,Humid,Comfortable,Low,69.31898529025929,0.5861,75.68608576642336,0.19951642335766423,-6.6560857664233595,4832.1,0.0
Homestead,2024-01-23,72.78,67.86,78.44,70.31,69.26,71.69,64.96,77,0.0,0.0,141.63,10.93,2.97,26.95,95,1021,96,67.53,2024,1,23,1,1,4,Winter,10.579999999999998,2.4299999999999926,Warm,73.48639800000001,23.98,Moderate,72.78,No Rain,0,0.0,Humid,Sticky,Low,79.88046938295865,0.5762,75.68608576642336,0.19951642335766423,-2.9060857664233595,5604.06,0.0
Homestead,2024-01-24,74.94,70.39,80.38,71.93,70.9,73.26,69.83,84,0.0,0.0,133.1,10.36,2.26,25.97,98,1019,96,71.37,2024,1,24,2,1,4,Winter,9.989999999999995,2.3599999999999994,Warm,76.30936799999999,23.71,Moderate,74.94,No Rain,0,0.0,Very Humid,Uncomfortable,Low,79.3792591601228,0.6613999999999999,75.68608576642336,0.19951642335766423,-0.7460857664233629,6294.96,0.0
Homestead,2024-01-25,74.88,68.74,79.47,73.08,72.41,74.05,69.86,85,0.0,0.0,118.13,8.85,0.94,22.19,105,1018,96,71.37,2024,1,25,3,1,4,Winter,10.730000000000004,1.6400000000000006,Warm,76.24884,21.25,Light,74.88,No Rain,0,0.0,Very Humid,Uncomfortable,Low,82.93881117810886,0.5979999999999998,75.68608576642336,0.19951642335766423,-0.8060857664233652,6364.799999999999,0.0
Homestead,2024-01-26,73.19,65.84,81.07,73.1,72.03,74.23,68.6,87,0.0,0.0,152.93,6.25,0.13,18.45,88,1017,96,70.02,2024,1,26,4,1,4,Winter,15.22999999999999,2.200000000000003,Warm,74.10584899999999,18.32,Light,73.19,No Rain,0,0.0,Very Humid,Uncomfortable,Low,89.83122197354244,0.40949999999999986,75.68608576642336,0.19951642335766423,-2.496085766423363,6367.53,0.0
Homestead,2024-01-27,73.71,64.45,81.97,73.23,71.94,74.5,69.68,88,0.01,0.01,175.93,6.74,0.05,22.77,122,1016,96,70.9,2024,1,27,5,1,4,Winter,17.519999999999996,2.5600000000000023,Warm,74.78738399999999,22.72,Light,73.71,Light,1,0.04,Very Humid,Uncomfortable,Low,87.46469289110075,0.47509999999999974,75.68608576642336,0.19951642335766423,-1.9760857664233669,6486.48,0.0674
Homestead,2024-01-28,72.12,62.06,82.98,73.19,71.85,74.43,66.71,84,0.0,0.0,172.26,8.14,0.05,24.38,246,1014,96,68.44,2024,1,28,6,1,4,Winter,20.92,2.5800000000000125,Warm,72.70766400000001,24.33,Light,72.12,No Rain,0,0.0,Very Humid,Uncomfortable,Low,87.26640712757094,0.4316000000000002,75.68608576642336,0.19951642335766423,-3.566085766423356,6058.08,0.0
Homestead,2024-01-29,58.67,47.26,66.96,71.26,70.12,73.51,49.21,73,0.02,0.02,224.12,7.53,0.6,24.63,326,1015,96,53.38,2024,1,29,0,1,5,Winter,19.699999999999996,3.3900000000000006,Mild,55.940603,24.029999999999998,Light,58.67,Light,1,0.08,Humid,Dry,Moderate,81.62880453934396,0.9077,75.68608576642336,0.19951642335766423,-17.01608576642336,4282.91,0.1506
Homestead,2024-01-30,58.96,48.61,72.34,68.9,67.23,70.43,51.29,78,0.0,0.0,220.7,4.08,0.0,13.78,319,1016,96,54.57,2024,1,30,1,1,5,Winter,23.730000000000004,3.200000000000003,Mild,56.118304,13.78,Calm,58.96,No Rain,0,0.0,Humid,Comfortable,Moderate,89.3711663827689,0.7152,75.68608576642336,0.19951642335766423,-16.72608576642336,4598.88,0.0
Homestead,2024-01-31,59.94,48.29,72.64,68.33,66.88,69.58,52.4,79,0.0,0.0,225.33,6.45,0.31,20.89,299,1015,96,55.56,2024,1,31,2,1,5,Winter,24.35,2.700000000000003,Mild,57.317358,20.580000000000002,Light,59.94,No Rain,0,0.0,Humid,Comfortable,Moderate,89.5282690439238,0.7610000000000001,75.68608576642336,0.19951642335766423,-15.746085766423363,4735.26,0.0
Homestead,2024-02-01,60.25,45.61,72.93,67.73,66.15,69.03,53.44,80,0.0,0.0,188.08,4.41,0.25,14.56,349,1016,96,56.25,2024,2,1,3,1,5,Winter,27.320000000000007,2.8799999999999955,Mild,57.676,14.31,Calm,60.25,No Rain,0,0.0,Humid,Comfortable,Low,92.33809714942605,0.6638999999999999,75.68608576642336,0.19951642335766423,-15.43608576642336,4820.0,0.0
Homestead,2024-02-02,64.76,55.04,77.5,68.22,66.76,69.94,56.63,77,0.0,0.0,166.76,3.91,0.07,14.83,28,1012,96,59.78,2024,2,2,4,1,5,Winter,22.46,3.1799999999999926,Mild,63.42851600000001,14.76,Calm,64.76,No Rain,0,0.0,Humid,Comfortable,Low,91.69908242471165,0.41839999999999977,75.68608576642336,0.19951642335766423,-10.926085766423355,4986.52,0.0
Homestead,2024-02-03,63.57,51.44,77.47,68.79,67.14,70.38,57.63,83,0.0,0.0,197.15,4.16,0.02,16.11,270,1008,96,59.91,2024,2,3,5,1,5,Winter,26.03,3.239999999999995,Mild,61.808823,16.09,Calm,63.57,No Rain,0,0.0,Very Humid,Comfortable,Low,91.57637302792702,0.4879,75.68608576642336,0.19951642335766423,-12.11608576642336,5276.31,0.0
Homestead,2024-02-04,66.13,58.57,74.62,68.27,66.63,69.58,61.04,84,1.02,0.84,94.55,6.73,0.34,34.29,179,1002,96,62.87,2024,2,4,6,1,5,Winter,16.050000000000004,2.950000000000003,Mild,65.05723599999999,33.949999999999996,Light,66.13,Very Heavy,1,3.36,Very Humid,Sticky,Low,90.30552252920586,2.5027000000000004,75.68608576642336,0.19951642335766423,-9.556085766423365,5554.92,6.8646
Homestead,2024-02-05,60.05,54.28,69.19,66.98,66.52,67.95,57.96,93,0.35,0.08,79.54,4.47,0.02,20.2,21,998,96,58.77,2024,2,5,0,1,6,Winter,14.909999999999997,1.4300000000000068,Mild,56.996345,20.18,Calm,60.05,Moderate,1,0.32,Very Humid,Comfortable,Low,83.45025372132562,1.3763,75.68608576642336,0.19951642335766423,-15.636085766423363,5584.65,1.5644999999999998
Homestead,2024-02-06,60.15,54.21,69.78,65.9,65.01,66.72,53.73,80,0.01,0.01,186.55,9.22,0.43,25.72,321,1004,95,56.37,2024,2,6,1,1,6,Winter,15.57,1.7099999999999937,Mild,57.5496,25.29,Light,60.15,Light,1,0.04,Humid,Comfortable,Low,82.51358957251581,0.8813000000000001,75.68608576642336,0.19951642335766423,-15.536085766423362,4812.0,0.0922
Homestead,2024-02-07,62.96,52.27,76.06,65.69,64.08,67.39,52.66,70,0.0,0.0,221.89,7.67,0.31,21.21,352,1015,96,56.91,2024,2,7,2,1,6,Winter,23.79,3.3100000000000023,Mild,61.33376,20.900000000000002,Light,62.96,No Rain,0,0.0,Humid,Comfortable,Moderate,81.75737412527482,0.6588,75.68608576642336,0.19951642335766423,-12.72608576642336,4407.2,0.0
Homestead,2024-02-08,64.66,54.64,75.11,66.75,65.34,68.18,59.13,83,0.0,0.0,187.07,6.15,0.13,23.71,31,1019,96,61.19,2024,2,8,3,1,6,Winter,20.47,2.8400000000000034,Mild,63.197373999999996,23.580000000000002,Light,64.66,No Rain,0,0.0,Very Humid,Comfortable,Low,91.72584318282983,0.5130000000000002,75.68608576642336,0.19951642335766423,-11.026085766423364,5366.78,0.0
Homestead,2024-02-09,67.4,58.55,75.52,67.96,66.97,69.04,59.42,77,0.0,0.0,153.06,6.2,0.02,25.37,73,1019,96,62.35,2024,2,9,4,1,6,Winter,16.97,2.0700000000000074,Mild,66.73934000000001,25.35,Light,67.4,No Rain,0,0.0,Humid,Comfortable,Low,93.33874516506955,0.3779999999999997,75.68608576642336,0.19951642335766423,-8.286085766423355,5189.8,0.0
Homestead,2024-02-10,70.62,60.19,78.22,68.72,67.69,69.87,63.04,78,0.0,0.0,145.45,7.27,0.07,21.14,102,1018,96,65.64,2024,2,10,5,1,6,Winter,18.03,2.180000000000007,Warm,70.779588,21.07,Light,70.62,No Rain,0,0.0,Humid,Sticky,Low,92.07340881348559,0.32180000000000025,75.68608576642336,0.19951642335766423,-5.066085766423356,5508.360000000001,0.0
Homestead,2024-02-11,73.59,69.44,80.33,70.07,69.06,71.38,68.46,84,0.0,0.0,142.77,9.1,1.27,24.07,141,1014,96,70.05,2024,2,11,6,1,6,Winter,10.89,2.319999999999993,Warm,74.585148,22.8,Light,73.59,No Rain,0,0.0,Very Humid,Uncomfortable,Low,83.70502381538353,0.5435000000000001,75.68608576642336,0.19951642335766423,-2.096085766423357,6181.56,0.0
Homestead,2024-02-12,75.54,69.06,83.1,71.47,70.25,73.02,69.55,83,0.0,0.0,211.28,8.65,1.95,28.16,171,1011,96,71.36,2024,2,12,0,1,7,Winter,14.039999999999992,2.769999999999996,Warm,77.05740600000001,26.21,Light,75.54,No Rain,0,0.0,Very Humid,Uncomfortable,Moderate,84.47406232517753,0.6230000000000003,75.68608576642336,0.19951642335766423,-0.14608576642335436,6269.820000000001,0.0
Homestead,2024-02-13,71.85,58.37,81.21,72.68,72.1,73.69,65.23,82,0.01,0.01,158.67,6.5,1.1,21.59,273,1013,96,67.41,2024,2,13,1,1,7,Winter,22.839999999999996,1.5900000000000034,Warm,72.35060999999999,20.49,Light,71.85,Light,1,0.04,Very Humid,Uncomfortable,Low,93.37669557123799,0.3724999999999997,75.68608576642336,0.19951642335766423,-3.8360857664233663,5891.7,0.065
Homestead,2024-02-14,64.87,54.16,78.55,71.12,69.42,72.55,58.95,82,0.0,0.0,232.09,6.11,0.05,18.88,27,1017,96,61.15,2024,2,14,2,1,7,Winter,24.39,3.1299999999999955,Mild,63.48182200000001,18.83,Light,64.87,No Rain,0,0.0,Very Humid,Comfortable,Moderate,92.65101714546583,0.5008999999999998,75.68608576642336,0.19951642335766423,-10.816085766423356,5319.34,0.0
Homestead,2024-02-15,66.42,56.01,77.02,70.67,69.19,71.92,59.43,80,0.0,0.0,209.45,5.66,0.34,17.63,69,1018,96,62.0,2024,2,15,3,1,7,Winter,21.009999999999998,2.730000000000004,Mild,65.47488,17.29,Light,66.42,No Rain,0,0.0,Humid,Comfortable,Moderate,96.2129445267326,0.4053999999999999,75.68608576642336,0.19951642335766423,-9.266085766423359,5313.6,0.0
Homestead,2024-02-16,67.63,56.39,79.21,70.58,68.9,72.25,61.34,82,0.0,0.0,199.84,4.36,0.02,17.67,103,1015,96,63.58,2024,2,16,4,1,7,Winter,22.819999999999993,3.3499999999999943,Mild,66.988678,17.650000000000002,Calm,67.63,No Rain,0,0.0,Very Humid,Sticky,Low,95.26387229272471,0.2929000000000002,75.68608576642336,0.19951642335766423,-8.056085766423365,5545.66,0.0
Homestead,2024-02-17,70.67,59.36,82.98,71.19,69.69,72.84,66.2,87,0.0,0.0,175.54,5.74,0.0,22.84,178,1010,96,67.65,2024,2,17,5,1,7,Winter,23.620000000000005,3.1500000000000057,Warm,70.862357,22.84,Light,70.67,No Rain,0,0.0,Very Humid,Uncomfortable,Low,92.76942368238576,0.2631000000000001,75.68608576642336,0.19951642335766423,-5.016085766423359,6148.29,0.0
Homestead,2024-02-18,68.46,63.57,75.29,71.57,70.97,72.25,67.41,96,1.55,0.52,26.57,5.41,0.02,37.47,310,1007,96,67.74,2024,2,18,6,1,7,Winter,11.720000000000006,1.2800000000000011,Mild,67.972128,37.449999999999996,Light,68.46,Very Heavy,1,2.08,Very Humid,Uncomfortable,Low,87.14062486446325,3.3934000000000006,75.68608576642336,0.19951642335766423,-7.226085766423367,6572.16,8.3855
Homestead,2024-02-19,61.23,50.85,67.35,69.61,68.72,70.9,58.42,91,0.15,0.1,87.69,7.35,0.11,24.27,337,1014,96,59.49,2024,2,19,0,1,8,Winter,16.499999999999993,2.180000000000007,Mild,58.596368999999996,24.16,Light,61.23,Moderate,1,0.4,Very Humid,Comfortable,Low,80.81770684725458,1.0325000000000002,75.68608576642336,0.19951642335766423,-14.456085766423364,5571.929999999999,1.1024999999999998
Homestead,2024-02-20,56.78,45.12,69.6,67.19,65.5,68.65,48.21,77,0.0,0.0,259.72,4.32,0.05,17.94,331,1020,96,52.06,2024,2,20,1,1,8,Winter,24.479999999999997,3.1500000000000057,Mild,53.420798000000005,17.89,Calm,56.78,No Rain,0,0.0,Humid,Dry,Moderate,88.04164559995306,0.8337999999999999,75.68608576642336,0.19951642335766423,-18.90608576642336,4372.06,0.0
Homestead,2024-02-21,58.77,43.81,71.55,66.0,64.36,67.41,46.91,70,0.0,0.0,253.97,5.65,0.05,22.57,344,1019,96,52.29,2024,2,21,2,1,8,Winter,27.739999999999995,3.049999999999997,Mild,56.17587,22.52,Light,58.77,No Rain,0,0.0,Humid,Dry,Moderate,84.86960347794407,0.7874999999999999,75.68608576642336,0.19951642335766423,-16.916085766423357,4113.900000000001,0.0
Homestead,2024-02-22,61.4,47.5,75.63,66.01,64.15,67.77,53.9,78,0.0,0.0,186.25,3.86,0.0,15.19,11,1016,96,56.96,2024,2,22,3,1,8,Winter,28.129999999999995,3.6199999999999903,Mild,59.18636,15.19,Calm,61.4,No Rain,0,0.0,Humid,Comfortable,Low,90.22557896945463,0.5844,75.68608576642336,0.19951642335766423,-14.286085766423362,4789.2,0.0
Homestead,2024-02-23,64.51,50.07,78.71,66.68,64.83,68.43,57.37,80,0.0,0.0,217.86,6.48,0.02,25.12,219,1011,96,60.1,2024,2,23,4,1,8,Winter,28.639999999999993,3.6000000000000085,Mild,63.06064000000001,25.1,Light,64.51,No Rain,0,0.0,Humid,Comfortable,Moderate,92.77725880921376,0.5336999999999998,75.68608576642336,0.19951642335766423,-11.176085766423355,5160.8,0.0
Homestead,2024-02-24,66.58,55.35,75.31,68.01,66.97,69.6,57.12,75,0.08,0.02,190.52,6.92,0.51,22.84,283,1012,96,60.73,2024,2,24,5,1,8,Winter,19.96,2.6299999999999955,Mild,65.73355,22.33,Light,66.58,Light,1,0.08,Humid,Comfortable,Low,89.4630686391832,0.6078000000000001,75.68608576642336,0.19951642335766423,-9.106085766423362,4993.5,0.5536
Homestead,2024-02-25,59.02,42.45,75.11,66.89,64.81,68.56,46.51,69,0.0,0.0,259.04,3.87,0.02,19.19,323,1018,96,52.21,2024,2,25,6,1,8,Winter,32.66,3.75,Mild,56.519854,19.17,Calm,59.02,No Rain,0,0.0,Humid,Dry,Moderate,82.636003720058,0.7037999999999998,75.68608576642336,0.19951642335766423,-16.666085766423357,4072.38,0.0
Homestead,2024-02-26,61.43,46.94,75.6,66.55,64.58,68.34,52.0,75,0.0,0.0,244.85,5.29,0.02,20.11,57,1018,96,55.95,2024,2,26,0,1,9,Winter,28.659999999999997,3.760000000000005,Mild,59.308925,20.09,Light,61.43,No Rain,0,0.0,Humid,Comfortable,Moderate,90.91021868381955,0.6401,75.68608576642336,0.19951642335766423,-14.256085766423361,4607.25,0.0
Homestead,2024-02-27,64.32,50.83,77.77,67.09,65.12,69.22,55.81,77,0.0,0.0,259.51,6.01,0.38,22.75,80,1017,96,59.14,2024,2,27,1,1,9,Winter,26.939999999999998,4.099999999999994,Mild,62.87671199999999,22.37,Light,64.32,No Rain,0,0.0,Humid,Comfortable,Moderate,92.01565243471401,0.5244000000000004,75.68608576642336,0.19951642335766423,-11.366085766423367,4952.639999999999,0.0
Homestead,2024-02-28,69.3,57.22,80.42,68.31,66.54,70.21,63.37,83,0.0,0.0,208.17,6.73,0.31,20.98,117,1017,96,65.4,2024,2,28,2,1,9,Winter,23.200000000000003,3.6699999999999875,Mild,69.10826999999999,20.67,Light,69.3,No Rain,0,0.0,Very Humid,Sticky,Moderate,92.8998840033019,0.30420000000000014,75.68608576642336,0.19951642335766423,-6.3860857664233635,5751.9,0.0
Homestead,2024-02-29,70.03,59.18,80.17,69.5,67.64,71.49,64.04,83,0.0,0.0,224.49,5.24,0.27,20.24,65,1018,96,66.06,2024,2,29,3,1,9,Winter,20.990000000000002,3.8499999999999943,Warm,70.038217,19.97,Light,70.03,No Rain,0,0.0,Very Humid,Sticky,Moderate,97.29791610528521,0.21110000000000007,75.68608576642336,0.19951642335766423,-5.6560857664233595,5812.49,0.0
Homestead,2024-03-01,72.5,64.9,80.46,70.91,69.75,72.28,66.32,82,0.0,0.0,192.97,7.93,0.69,23.73,104,1019,96,68.31,2024,3,1,4,1,9,Spring,15.559999999999988,2.530000000000001,Warm,73.1765,23.04,Light,72.5,No Rain,0,0.0,Very Humid,Uncomfortable,Low,88.99799153412081,0.4422,75.68608576642336,0.19951642335766423,-3.1860857664233606,5945.0,0.0
Homestead,2024-03-02,73.06,65.86,80.1,71.6,70.48,72.93,67.59,84,0.0,0.0,153.8,5.93,0.56,17.4,125,1017,96,69.31,2024,3,2,5,1,9,Spring,14.239999999999995,2.450000000000003,Warm,73.908232,16.84,Light,73.06,No Rain,0,0.0,Very Humid,Uncomfortable,Low,92.86366019047438,0.3902000000000001,75.68608576642336,0.19951642335766423,-2.6260857664233583,6137.04,0.0
Homestead,2024-03-03,72.07,66.22,83.44,72.24,70.95,73.74,67.68,87,0.31,0.11,165.43,5.28,0.07,22.55,101,1015,96,69.06,2024,3,3,6,1,9,Spring,17.22,2.789999999999992,Warm,72.66429699999999,22.48,Light,72.07,Moderate,1,0.44,Very Humid,Uncomfortable,Low,93.20993169567369,0.9346999999999996,75.68608576642336,0.19951642335766423,-3.6160857664233674,6270.089999999999,1.6368
Homestead,2024-03-04,73.17,65.32,83.86,72.85,71.01,74.93,68.74,87,0.01,0.01,213.38,4.6,0.09,18.59,57,1013,96,70.11,2024,3,4,0,1,10,Spring,18.540000000000006,3.9200000000000017,Warm,74.080107,18.5,Calm,73.17,Light,1,0.04,Very Humid,Uncomfortable,Moderate,91.85535741472164,0.3625000000000001,75.68608576642336,0.19951642335766423,-2.516085766423359,6365.79,0.046
Homestead,2024-03-05,74.65,66.51,82.92,74.05,72.46,75.69,69.91,86,0.0,0.0,221.36,5.62,0.0,18.45,93,1011,96,71.34,2024,3,5,1,1,10,Spring,16.409999999999997,3.230000000000004,Warm,75.96967000000001,18.45,Light,74.65,No Rain,0,0.0,Very Humid,Uncomfortable,Moderate,91.3969874628947,0.45730000000000026,75.68608576642336,0.19951642335766423,-1.036085766423355,6419.900000000001,0.0
Homestead,2024-03-06,75.21,67.21,83.44,74.74,73.83,75.74,70.04,85,0.18,0.07,146.79,5.8,0.11,21.85,139,1009,96,71.59,2024,3,6,2,1,10,Spring,16.230000000000004,1.9099999999999966,Warm,76.671405,21.740000000000002,Light,75.21,Moderate,1,0.28,Very Humid,Oppressive,Low,91.24544387409748,0.8524999999999996,75.68608576642336,0.19951642335766423,-0.47608576642336686,6392.849999999999,1.044
Homestead,2024-03-07,74.73,65.71,86.49,74.58,73.0,76.26,69.43,85,0.01,0.01,198.55,4.84,0.02,20.83,192,1010,95,71.04,2024,3,7,3,1,10,Spring,20.78,3.260000000000005,Warm,76.056765,20.81,Calm,74.73,Light,1,0.04,Very Humid,Uncomfortable,Low,92.96071328850003,0.4501000000000002,75.68608576642336,0.19951642335766423,-0.9560857664233566,6352.05,0.0484
